Headword,Entry No.,No.,Syllabary,Stem,Practical,Simple phonetics,Tone and length 1,Tone and length 2,Part of speech,Grammar sub entry,Grammar note,Translation 1A,Translation 1B,Translation 1C,Translation 1D,Translation 1E,Translation 1F,Translation 1G,Translation 1H,Translation 1 sub entry,Translation 2A,Translation 2B,Translation 2C,Translation 2D,Translation 2 sub entry,Translation 3A,Translation 3B,Translation 3C,Translation 3D,Translation 3 sub entry,English gloss 1,English gloss 2,English gloss 3,English gloss 4,Compare 1,Compare 2,Compare 3,Word audio,Sentence 1 audio,Sentence-1 SYLL,Sentence-1 PHON,Sentence-1 ENGL,Sentence 2 audio,Sentence-2 SYLL,Sentence-2 PHON,Sentence-2 ENGL,Sentence 3 audio,Sentence-3 SYLL,Sentence-3 PHON,Sentence-3 ENGL,Source of sentence 1,Source of sentence 2,Source of sentence 3,Speaker of sentence 1,Speaker of sentence 2,Speaker of sentence 3,Notes on speaker of sentence 1,Notes on speaker of sentence 2,Notes on speaker of sentence 3,Status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎤᏮᏠᏒᎢ,1316.2,1316,ᎤᏮᏠᏒᎢ,,uwhdlosv’i,u-wv-tlo-sv-i,ùwhdlosv̌’i,ù:whdlo:sv̌:’i,verb (v.i.),3rd person singular non-progressive remote past tense,,it has gone out,,,,,,,,refers to fire‚ light,,,,,,,,,,,go out,out,,,kdlạdị́’a,,,,Sentence_for_entry_1316.m4a,ᏚᎪᏃᎿ ᎠᏓ *ᎤᏮᏠᏒ* ᎪᏛᎢ.,dù:góhnohna ada *ùwhdlǒ:sv́* go:tv̋:’i,When the wood burned up‚ the fire *went out.*,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,,,,,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎬᏠᏍᎪᎢ,1316.3,1316,ᎬᏠᏍᎪᎢ,,kdlosgo’i,gv-tlo-s-go-i,kdlosgó’i,kdlo:sgó:’i,verb (v.i.),3rd person singular present habitual,,it goes out,,,,,,,,refers to fire‚ light,,,,,,,,,,,go out,out,,,kdlạdị́’a,,,,Sentence_for_entry_1316.m4a,ᏚᎪᏃᎿ ᎠᏓ *ᎤᏮᏠᏒ* ᎪᏛᎢ.,dù:góhnohna ada *ùwhdlǒ:sv́* go:tv̋:’i,When the wood burned up‚ the fire *went out.*,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,,,,,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎲᏠᎯ,1316.4,1316,ᎲᏠᎯ,,hvhdlohi,hv-tlo-hi,hṿhdlǒhi,hvhdlǒ:hi,verb (v.i.),imperative with animate/ inanimate direct objects,,go out!,,,,,,,,refers to fire‚ light,,,,,,,,,,,go out,out,,,kdlạdị́’a,,,,Sentence_for_entry_1316.m4a,ᏚᎪᏃᎿ ᎠᏓ *ᎤᏮᏠᏒ* ᎪᏛᎢ.,dù:góhnohna ada *ùwhdlǒ:sv́* go:tv̋:’i,When the wood burned up‚ the fire *went out.*,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,,,,,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎤᏮᏠᎯᏍᏗ,1316.5,1316,ᎤᏮᏠᎯᏍᏗ,,uwhdlohisdi,u-wv-tlo-hi-s-di,ụwhdlohịsdi,uwhdlo:hisdi,verb (v.i.),3rd person singular infinitive,,to go out,,,,,,,,refers to fire‚ light,,,,,,,,,,,go out,out,,,kdlạdị́’a,,,,Sentence_for_entry_1316.m4a,ᏚᎪᏃᎿ ᎠᏓ *ᎤᏮᏠᏒ* ᎪᏛᎢ.,dù:góhnohna ada *ùwhdlǒ:sv́* go:tv̋:’i,When the wood burned up‚ the fire *went out.*,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,,,,,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎬᏛᎥᏍᎦ,1317.1,1317,ᎬᏛᎥᏍᎦ,,kdv’vsga,gv-dv-v-s-ga,kdv́’ṿsga,kdv́:’vsga,verb (v.t.),3rd person singular,,he/she is putting it into a fire,,,,,,,,refers to a flexible object,,,,,,,,,,,put in fire,fire,,,,,,,Sentence_for_entry_1317.m4a,ᏂᎪᎯᎸ ᏗᎪᏪᎵ ᏓᏅᏛᎥᏍᎪ ᎪᏛᎢ.,nigo:hí:lv̋: digo:hwe:li dà:nhdv́’vsgó go:tv̋:’i,They always put paper into the fire.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,,,,,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎬᏛᎥᏍᎦ,1317.2,1317,ᎬᏛᎥᏍᎦ,,gvdv’vsga,gv-dv-v-s-ga,gv̀dv́’ṿsga,gv̀:dv́:’vsga,verb (v.t.),1st person singular with animate/ inanimate object,,I’m putting it into a fire,,,,,,,,refers to a flexible object,,,,,,,,,,,put in fire,fire,,,,,,,Sentence_for_entry_1317.m4a,ᏂᎪᎯᎸ ᏗᎪᏪᎵ ᏓᏅᏛᎥᏍᎪ ᎪᏛᎢ.,nigo:hí:lv̋: digo:hwe:li dà:nhdv́’vsgó go:tv̋:’i,They always put paper into the fire.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,,,,,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎤᏮᏛᏅᎢ,1317.3,1317,ᎤᏮᏛᏅᎢ,,uwhdvnv’i,u-wv-dv-nv-i,ùwhdv́nv̌’i,ù:whdv́:nv̌:’i,verb (v.t.),3rd person singular non-progressive remote past tense,,he/she put it into a fire,,,,,,,,refers to a flexible object,,,,,,,,,,,put in fire,fire,,,,,,,Sentence_for_entry_1317.m4a,ᏂᎪᎯᎸ ᏗᎪᏪᎵ ᏓᏅᏛᎥᏍᎪ ᎪᏛᎢ.,nigo:hí:lv̋: digo:hwe:li dà:nhdv́’vsgó go:tv̋:’i,They always put paper into the fire.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,,,,,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎬᏛᎥᏍᎪᎢ,1317.4,1317,ᎬᏛᎥᏍᎪᎢ,,kdv’vsgo’i,gv-dv-v-s-go-i,kdv́’ṿsgó’i,kdv́:’vsgó:’i,verb (v.t.),3rd person singular present habitual,,he/she puts it into a fire,,,,,,,,refers to a flexible object,,,,,,,,,,,put in fire,fire,,,,,,,Sentence_for_entry_1317.m4a,ᏂᎪᎯᎸ ᏗᎪᏪᎵ ᏓᏅᏛᎥᏍᎪ ᎪᏛᎢ.,nigo:hí:lv̋: digo:hwe:li dà:nhdv́’vsgó go:tv̋:’i,They always put paper into the fire.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,,,,,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎲᏛᎥᎦ,1317.5,1317,ᎲᏛᎥᎦ,,hvhdv’vga,hv-dv-v-ga,hṿhdṿ’v̀ga,hvhdv’v̀:ga,verb (v.t.),imperative with animate/ inanimate direct objects,,put it into a fire!,,,,,,,,refers to a flexible object,,,,,,,,,,,put in fire,fire,,,,,,,Sentence_for_entry_1317.m4a,ᏂᎪᎯᎸ ᏗᎪᏪᎵ ᏓᏅᏛᎥᏍᎪ ᎪᏛᎢ.,nigo:hí:lv̋: digo:hwe:li dà:nhdv́’vsgó go:tv̋:’i,They always put paper into the fire.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,,,,,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎤᏮᏛᏗ,1317.6,1317,ᎤᏮᏛᏗ,,uwhdvdi,u-wv-dv-di,ụwhdv̀di,uwhdv̀:di,verb (v.t.),3rd person singular infinitive,,to put something into a fire,,,,,,,,refers to a flexible object,,,,,,,,,,,put in fire,fire,,,,,,,Sentence_for_entry_1317.m4a,ᏂᎪᎯᎸ ᏗᎪᏪᎵ ᏓᏅᏛᎥᏍᎪ ᎪᏛᎢ.,nigo:hí:lv̋: digo:hwe:li dà:nhdv́’vsgó go:tv̋:’i,They always put paper into the fire.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,,,,,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎨᎳᏗᏙᎭ,1319.1,1319,ᎨᎳᏗᏙᎭ,,keladidoha,ge-la-di-do-ha,kẹlạ́dídòha,keládí:dò:ha,verb (v.i.),3rd person singular,,he/she is mingling with a group,,,,,,,,,,,,,,,,,,,mingle,,,,ke̋li,,,,Sentence_for_entry_1319.m4a,ᏥᏈᏍᏓ ᏴᏫ ᏄᎾᏛᏅ *ᎤᏪᎳᏗᏓᏍᏗ* ᎤᎸᏉᏗ.,tsgwi̋:sda yvwi nù:nadv:hnv̋: *u:hwe:ladǐ:dâ:sdi̋* u:lv̋:kwdi,*She* likes *to mingle* with a lot of people.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,,,,,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎨᎳᏗᏙᎭ,1319.2,1319,ᎨᎳᏗᏙᎭ,,ge’ladidoha,ge-la-di-do-ha,gẹ’lạdídòha,ge’ladí:dò:ha,verb (v.i.),1st person singular with animate/ inanimate object,,I’m mingling with a group,,,,,,,,,,,,,,,,,,,mingle,,,,ke̋li,,,,Sentence_for_entry_1319.m4a,ᏥᏈᏍᏓ ᏴᏫ ᏄᎾᏛᏅ *ᎤᏪᎳᏗᏓᏍᏗ* ᎤᎸᏉᏗ.,tsgwi̋:sda yvwi nù:nadv:hnv̋: *u:hwe:ladǐ:dâ:sdi̋* u:lv̋:kwdi,*She* likes *to mingle* with a lot of people.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,,,,,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎤᏪᎳᏗᏙᎸᎢ,1319.3,1319,ᎤᏪᎳᏗᏙᎸᎢ,,uhweladidolv’i,u-we-la-di-do-lv-i,ùhwẹlạdídòlv̌’i,ù:hweladí:dò:lv̌:’i,verb (v.i.),3rd person singular non-progressive remote past tense,,he/she mingled with a group,,,,,,,,,,,,,,,,,,,mingle,,,,ke̋li,,,,Sentence_for_entry_1319.m4a,ᏥᏈᏍᏓ ᏴᏫ ᏄᎾᏛᏅ *ᎤᏪᎳᏗᏓᏍᏗ* ᎤᎸᏉᏗ.,tsgwi̋:sda yvwi nù:nadv:hnv̋: *u:hwe:ladǐ:dâ:sdi̋* u:lv̋:kwdi,*She* likes *to mingle* with a lot of people.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,,,,,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎨᎳᏗᏙᎰᎢ,1319.4,1319,ᎨᎳᏗᏙᎰᎢ,,keladidoho’i,ge-la-di-do-ho-i,kẹlạ́dídòhó’i,keládí:dò:hó:’i,verb (v.i.),3rd person singular present habitual,,he/she mingles with a group,,,,,,,,,,,,,,,,,,,mingle,,,,ke̋li,,,,Sentence_for_entry_1319.m4a,ᏥᏈᏍᏓ ᏴᏫ ᏄᎾᏛᏅ *ᎤᏪᎳᏗᏓᏍᏗ* ᎤᎸᏉᏗ.,tsgwi̋:sda yvwi nù:nadv:hnv̋: *u:hwe:ladǐ:dâ:sdi̋* u:lv̋:kwdi,*She* likes *to mingle* with a lot of people.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,,,,,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎮᎳᏗᏓ,1319.5,1319,ᎮᎳᏗᏓ,,heladida,he-la-di-da,hẹlạdǐda,heladǐ:da,verb (v.i.),imperative with animate/ inanimate direct objects,,mingle with a group,,,,,,,,,,,,,,,,,,,mingle,,,,ke̋li,,,,Sentence_for_entry_1319.m4a,ᏥᏈᏍᏓ ᏴᏫ ᏄᎾᏛᏅ *ᎤᏪᎳᏗᏓᏍᏗ* ᎤᎸᏉᏗ.,tsgwi̋:sda yvwi nù:nadv:hnv̋: *u:hwe:ladǐ:dâ:sdi̋* u:lv̋:kwdi,*She* likes *to mingle* with a lot of people.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,,,,,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎤᏪᎳᏗᏓᏍᏗ,1319.6,1319,ᎤᏪᎳᏗᏓᏍᏗ,,uhweladidasdi,u-we-la-di-da-s-di,uhwẹlạ́dídàsdi,u:hweládí:dà:sdi,verb (v.i.),3rd person singular infinitive,,to mingle with a group,,,,,,,,,,,,,,,,,,,mingle,,,,ke̋li,,,,Sentence_for_entry_1319.m4a,ᏥᏈᏍᏓ ᏴᏫ ᏄᎾᏛᏅ *ᎤᏪᎳᏗᏓᏍᏗ* ᎤᎸᏉᏗ.,tsgwi̋:sda yvwi nù:nadv:hnv̋: *u:hwe:ladǐ:dâ:sdi̋* u:lv̋:kwdi,*She* likes *to mingle* with a lot of people.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,,,,,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎨᎵ,1320.1,1320,ᎨᎵ,,keli,ge-li,ke̋li,ke̋:li,noun,singular,,member,,,,,,,,,,,,,,,,,,,member,,,,àtẹlạdị́’a,kẹlạ́dídòha,,,Sentence_for_entry_1320.m4a,ᎣᎩᎾᎵᎢ ᏓᎵᏆ ᏗᎾᏓᏂᏱᏍᎩ ᎤᎾᏙᏢᏒᎢ ᎨᎵ.,o:gina:li̋:’i dalígwa di:nada:ní:yi̋:sgi u:nado:hlv́:sv̋:’i kéli,My friend is a member of the Tahlequah police force.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,,,,,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎠᏁᎵ,1320.2,1320,ᎠᏁᎵ,,ahneli,a-ne-li,ạ́hnẹli,áhneli,noun,plural,,members,,,,,,,,,,,,,,,,,,,member,,,,àtẹlạdị́’a,kẹlạ́dídòha,,,Sentence_for_entry_1320.m4a,ᎣᎩᎾᎵᎢ ᏓᎵᏆ ᏗᎾᏓᏂᏱᏍᎩ ᎤᎾᏙᏢᏒᎢ ᎨᎵ.,o:gina:li̋:’i dalígwa di:nada:ní:yi̋:sgi u:nado:hlv́:sv̋:’i kéli,My friend is a member of the Tahlequah police force.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,,,,,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎨᎻᎵ,1321.1,1321,ᎨᎻᎵ,,kemili,ge-mi-li,kěmị́li,kě:míli,noun,singular,,camel,,,,,,,,,,,,,,,,,,,camel,,,,,,,,Sentence_for_entry_1321.m4a,ᎤᏴᏍᏗ ᎦᏅᏍᎦ ᎤᏤᎵ ᎨᎻᎵ.,u:yv:sdi̋: ganv:sga u:je:li̋: kě:míli,He’s sending his camel to bed.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,,,,,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎩᏢᏍᎦ,1322.1,1322,ᎩᏢᏍᎦ,,kihlvsga,gi-tlv-s-ga,kịhlṿ́sga,kihlv́sga,verb (v.t.),3rd person singular,,he/she is linking it,,,,,,,,,,,,,,,,,,,link,,,,ạ́tịhldi,,,,Sentence_for_entry_1322.m4a,ᎤᎾᏓᏕᏒᏓ ᏚᎵᎦᎵᏎᎸᎢ ᎠᏎᏅ *ᏚᏫᏝᏅᎢ.*,u:nada:de:sv̋:da dù:ligâ:lsě:lv́:’i a:sé:hnó: *dù:hwihlánv́:’i*,His chain broke but *he linked it* back together.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,,,,,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎬᎢᏢᏍᎦ,1322.2,1322,ᎬᎢᏢᏍᎦ,,gv’ihlvsga,gv-i-tlv-s-ga,gṿ’ịhlṿ́sga,gv’ihlv́sga,verb (v.t.),1st person singular with animate/ inanimate object,,I’m linking it,,,,,,,,,,,,,,,,,,,link,,,,ạ́tịhldi,,,,Sentence_for_entry_1322.m4a,ᎤᎾᏓᏕᏒᏓ ᏚᎵᎦᎵᏎᎸᎢ ᎠᏎᏅ *ᏚᏫᏝᏅᎢ.*,u:nada:de:sv̋:da dù:ligâ:lsě:lv́:’i a:sé:hnó: *dù:hwihlánv́:’i*,His chain broke but *he linked it* back together.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,,,,,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎤᏫᏝᏅᎢ,1322.3,1322,ᎤᏫᏝᏅᎢ,,uhwihlanv’i,u-wi-tla-nv-i,ùhwịhlạnv́’i,ù:hwihlanv́:’i,verb (v.t.),3rd person singular non-progressive remote past tense,,he/she linked it,,,,,,,,,,,,,,,,,,,link,,,,ạ́tịhldi,,,,Sentence_for_entry_1322.m4a,ᎤᎾᏓᏕᏒᏓ ᏚᎵᎦᎵᏎᎸᎢ ᎠᏎᏅ *ᏚᏫᏝᏅᎢ.*,u:nada:de:sv̋:da dù:ligâ:lsě:lv́:’i a:sé:hnó: *dù:hwihlánv́:’i*,His chain broke but *he linked it* back together.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,,,,,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎩᏢᏍᎪᎢ,1322.4,1322,ᎩᏢᏍᎪᎢ,,kihlvsgo’i,gi-tlv-s-go-i,kịhlṿ́sgọ́’i,kihlv́sgó’i,verb (v.t.),3rd person singular present habitual,,he/she links it,,,,,,,,,,,,,,,,,,,link,,,,ạ́tịhldi,,,,Sentence_for_entry_1322.m4a,ᎤᎾᏓᏕᏒᏓ ᏚᎵᎦᎵᏎᎸᎢ ᎠᏎᏅ *ᏚᏫᏝᏅᎢ.*,u:nada:de:sv̋:da dù:ligâ:lsě:lv́:’i a:sé:hnó: *dù:hwihlánv́:’i*,His chain broke but *he linked it* back together.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,,,,,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎲᎯᏢᎦ,1322.5,1322,ᎲᎯᏢᎦ,,hvhihlvga,hv-hi-tlv-ga,hṿhịhlv̀ga,hvhihlv̀:ga,verb (v.t.),imperative with animate/ inanimate direct objects,,link it!,,,,,,,,,,,,,,,,,,,link,,,,ạ́tịhldi,,,,Sentence_for_entry_1322.m4a,ᎤᎾᏓᏕᏒᏓ ᏚᎵᎦᎵᏎᎸᎢ ᎠᏎᏅ *ᏚᏫᏝᏅᎢ.*,u:nada:de:sv̋:da dù:ligâ:lsě:lv́:’i a:sé:hnó: *dù:hwihlánv́:’i*,His chain broke but *he linked it* back together.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,,,,,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎤᏫᎸᏗ,1322.6,1322,ᎤᏫᎸᏗ,,uhwihldi,u-wi-lv-di,uhwịhldi,u:hwihldi,verb (v.t.),3rd person singular infinitive,,to link something,,,,,,,,,,,,,,,,,,,link,,,,ạ́tịhldi,,,,Sentence_for_entry_1322.m4a,ᎤᎾᏓᏕᏒᏓ ᏚᎵᎦᎵᏎᎸᎢ ᎠᏎᏅ *ᏚᏫᏝᏅᎢ.*,u:nada:de:sv̋:da dù:ligâ:lsě:lv́:’i a:sé:hnó: *dù:hwihlánv́:’i*,His chain broke but *he linked it* back together.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,,,,,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎩᎳ,1323.1,1323,ᎩᎳ,,kila,gi-la,kịla,kila,adverb,,,later,,,,,,,,,,,,,,,,,,,later,,,,,,,,Sentence_for_entry_1323.m4a,ᎩᎳ ᏫᎨᏙᎸ ᏗᎦᏚᎲᎢ.,kila wigě:dô:lv diga:dú:hv̋:’i,I’ll go to town later.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,,,,,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎩᎳ,1324.1,1324,ᎩᎳ,,kila,gi-la,kịlạ̋,kila̋,adverb,,,early in,,,,,,,,,not long ago,,,,,,,,,,early in,not long ago,,,,,,,Sentence_for_entry_1324_01.m4a,ᎩᎳ ᎤᏒ ᎠᎩᏢᏅ ᎤᏒ ᏥᎨᏒᎢ.,kila̋: usv̋: à:gihlv:hnv́ usv̋ jigè:sv̋:’i,I went to sleep early last night.,Sentence_for_entry_1324_02.m4a,ᎩᎳ ᏫᏥᏍᏚᎲᎦ ᏦᎳᏂ.,kilá wijì:sdú:hv̀:ga jő:lani,I have just closed the window.,,,,,Cherokee Dictionary 1975 Durbin Feeling,Cherokee Dictionary 1975 Durbin Feeling,,,,,,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎩᎳᏊ,1325.1,1325,ᎩᎳᏊ,,kilagwu,gi-la-quu,kịlạ́gwu,kilágwu,adverb,,,pretty soon,,,,,,,,,,,,,,,,,,,pretty soon,,,,,,,,Sentence_for_entry_1325.m4a,ᎩᎳᏊ ᏫᏓᏗᎷᏥ.,kilagwú: widá:dí:luhji,We’ll get there pretty soon.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,,,,,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎩᎳᏊ ᎢᏴᏓ,1326.1,1326,ᎩᎳᏊ ᎢᏴᏓ,,kilagwu iyvda,gi-la-quu- i-yv-da,kịlạ́gwuịyv̋da,kilágwuiyv̋:da,adverb,,,immediately,,,,,,,,,,,,,,,,,,,immediately,,,,,,,,Sentence_for_entry_1326.m4a,ᎠᏥᏐᏅᎿ ᎩᎳᏊ ᎢᏴᏓ ᎤᎷᏨ ᎦᎾᎦᏘ.,à:ji:so:nv̋:hna kilagwu iyv̋:da ù:lúhjv́ gánakti,When he was wounded‚ a doctor was there immediately.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,,,,,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎩᎶ,1327.1,1327,ᎩᎶ,,kilo,gi-lo,kịlọ̋,kilő,pronoun,,,someone,,,,,,,,,,,,,,,,,,,someone,,,,hlạ́kịlo,,,,Sentence_for_entry_1327.m4a,ᎡᎵᏊᏍ ᎩᎶ ᏯᎩᏃᎯᏍ ᏂᎦᎵᏍᏔᏅᏍᎬ?,e:li̋:gwú:s kilő: yà:kino:hís nigalstanv̂sgv́,Can someone tell me what’s happening?,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,,,,,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎩᏳᎦ,1328.1,1328,ᎩᏳᎦ,,kiyuga,gi-yu-ga,kịyûga,kiyû:ga,noun,singular,,chipmunk,,,,,,,,,,,,,,,,,,,chipmunk,,,,,,,,Sentence_for_entry_1328.m4a,ᎢᎾᎨ ᎠᏁᎰ ᎩᏳᎦ.,ǐ:náge̋ à:ně:hó kiyû:ga,Chipmunks live in the woods.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,,,,,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎬᏣᎬᎥᏍᎦ,1329.1,1329,ᎬᏣᎬᎥᏍᎦ,,kjagv’vsga,k-tsa-gv-v-s-ga,kjạgṿ́’ṿsga,kjagv́’vsga,verb (v.t.),3rd person singular,,he/she is shaking it,,,,,,,,refers to a flexible object,,,,,,,,,,,shake,,,,,,,,Sentence_for_entry_1329.m4a,ᎦᏂᏢ ᎠᏰᏍᏛᏗ ᎤᎴᏌ ᏗᎧᏲᏗᏍᎩᎢ *ᎤᏮᏣᎬᏅᎢ.*,gani:hlv̋ ayě:sdv̋:di ù:le̋:sa dikayohdì:sgi̋:’i *ùwhjagv́:nv̌:’i*,When she took the sheet out of the dryer‚ *she shook it.*,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,,,,,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
