verb,person,tense,form,form (JW),notes
kick (animate),2p,fut,tayeéj.áayvhthéési,ta²ye²³j.a³²yv²hthe³³si²,
kick (animate),3p,fut,tvvn.ááhyvhthèèsi,tv²²n.a³³hyv²hthe²¹si²,
kick (animate),1s,inf,jiiy.ààyvhthèèsti,ji²²y.a²¹yv²hthe²¹sti²,
kick (animate),2s,inf,hiiy.ààyvhthèèsti,hi²²y.a²¹yv²hthe²¹sti²,
kick (animate),3s,inf,uu.hyvhthèèsti,u²².hyv²hthe²¹sti²,
kick (animate),Id,inf,een.ààyvhthèèsti,e²²n.a²¹yv²hthe²¹sti²,
kick (animate),Ed,inf,oost.ààyvhthèèsti,o²²st.a²¹yv²hthe²¹sti²,
kick (animate),2d,inf,eest.ààyvhthèèsti,e²²st.a²¹yv²hthe²¹sti²,
kick (animate),Ip,inf,eet.ààyvhthèèsti,e²²t.a²¹yv²hthe²¹sti²,
kick (animate),Ep,inf,ooj.ààyvhthèèsti,o²²j.a²¹yv²hthe²¹sti²,
kick (animate),2p,inf,eej.ààyvhthèèsti,e²²j.a²¹yv²hthe²¹sti²,
kick (animate),3p,inf,uun.aahyvvhthèèsti,u²²n.a²²hyv²²hthe²¹sti²,
kick (animate),1s,presimp,jiiy.áayvhtháki,ji²²y.a³²yv²htha³ki²,
kick (animate),2s,presimp,hiiy.ààyvhthaki,hi²²y.a²¹yv²htha²ki²,
kick (animate),3s,presimp,w.aahyv́hthaki,w.a²²hyv³htha²ki²,
kick (animate),Id,presimp,een.áayvhtháki,e²²n.a³²yv²htha³ki²,
kick (animate),Ed,presimp,woost.áayvhtháki,wo²²st.a³²yv²htha³ki²,
kick (animate),2d,presimp,eest.ààyvhthaki,e²²st.a²¹yv²htha²ki²,
kick (animate),Ip,presimp,eet.áayvhtháki,e²²t.a³²yv²htha³ki²,
kick (animate),Ep,presimp,wooj.áayvhtháki,wo²²j.a³²yv²htha³ki²,
kick (animate),2p,presimp,eej.ààyvhthaki,e²²j.a²¹yv²htha²ki²,
kick (animate),3p,presimp,wan.ááhyvhthaki,wa²n.a³³hyv²htha²ki²,
kick (animate),1s,futimp,jiiy.ààyvhthéésvvʔi,ji²²y.a²¹yv²hthe³³sv²²ʔi²,
kick (animate),2s,futimp,hiiy.ààyvhthéésvvʔi,hi²²y.a²¹yv²hthe³³sv²²ʔi²,
kick (animate),3s,futimp,àà.hyvhthéésvvʔi,a²¹.hyv²hthe³³sv²²ʔi²,
kick (animate),Id,futimp,èèn.ààyvhthéésvvʔi,e²¹n.a²¹yv²hthe³³sv²²ʔi²,
kick (animate),Ed,futimp,òòst.ààyvhthéésvvʔi,o²¹st.a²¹yv²hthe³³sv²²ʔi²,
kick (animate),2d,futimp,èèst.ààyvhthéésvvʔi,e²¹st.a²¹yv²hthe³³sv²²ʔi²,
kick (animate),Ip,futimp,èèt.ààyvhthéésvvʔi,e²¹t.a²¹yv²hthe³³sv²²ʔi²,
kick (animate),Ep,futimp,òòj.ààyvhthéésvvʔi,o²¹j.a²¹yv²hthe³³sv²²ʔi²,
kick (animate),2p,futimp,èèj.ààyvhthéésvvʔi,e²¹j.a²¹yv²hthe³³sv²²ʔi²,
kick (animate),3p,futimp,ààn.aahyvhthéésvvʔi,a²¹n.a²²hyv²hthe³³sv²²ʔi²,
kick (inanimate),1s,pres,k.ààyvhthééʔa,k.a²¹yv²hthe³³ʔa²,
kick (inanimate),2s,pres,h.aahyvhthééʔa,h.a²²hyv²hthe³³ʔa²,
kick (inanimate),3s,pres,àà.hyvhthééʔa,a²¹.hyv²hthe³³ʔa²,
kick (inanimate),Id,pres,ììn.aahyvhthééʔa,i²¹n.a²²hyv²hthe³³ʔa²,
kick (inanimate),Ed,pres,òòst.aahyvhthééʔa,o²¹st.a²²hyv²hthe³³ʔa²,
kick (inanimate),2d,pres,st.aahyvhthééʔa,st.a²²hyv²hthe³³ʔa²,
kick (inanimate),Ip,pres,ììt.aahyvhthééʔa,i²¹t.a²²hyv²hthe³³ʔa²,
kick (inanimate),Ep,pres,òòj.aahyvhthééʔa,o²¹j.a²²hyv²hthe³³ʔa²,
kick (inanimate),2p,pres,ììj.aahyvhthééʔa,i²¹j.a²²hyv²hthe³³ʔa²,
kick (inanimate),3p,pres,ààn.aahyvhthééʔa,a²¹n.a²²hyv²hthe³³ʔa²,
kick (inanimate),1s,hab,k.ààyvhthééskóóʔi,k.a²¹yv²hthe³³sko³³ʔi²,
kick (inanimate),2s,hab,h.ahyvhthééskóóʔi,h.a²hyv²hthe³³sko³³ʔi²,
kick (inanimate),3s,hab,àà.hyvhthééskóóʔi,a²¹.hyv²hthe³³sko³³ʔi²,
kick (inanimate),Id,hab,ììn.aahyvhthééskóóʔi,i²¹n.a²²hyv²hthe³³sko³³ʔi²,
kick (inanimate),Ed,hab,òòst.aahyvhthééskóóʔi,o²¹st.a²²hyv²hthe³³sko³³ʔi²,
kick (inanimate),2d,hab,st.aahyvhthééskóóʔi,st.a²²hyv²hthe³³sko³³ʔi²,
kick (inanimate),Ip,hab,ììt.aahyvhthééskóóʔi,i²¹t.a²²hyv²hthe³³sko³³ʔi²,
kick (inanimate),Ep,hab,òòj.aahyvhthééskóóʔi,o²¹j.a²²hyv²hthe³³sko³³ʔi²,
kick (inanimate),2p,hab,ììj.aahyvhthééskóóʔi,i²¹j.a²²hyv²hthe³³sko³³ʔi²,
kick (inanimate),3p,hab,ààn.aahyvhthééskóóʔi,a²¹n.a²²hyv²hthe³³sko³³ʔi²,
kick (inanimate),1s,rempast,ààkw.aahyvhthéésvv́ʔi,a²¹kw.a²²hyv²hthe³³sv²³ʔi²,
kick (inanimate),2s,rempast,j.aahyvhthéésvv́ʔi,j.a²²hyv²hthe³³sv²³ʔi²,
kick (inanimate),3s,rempast,ùù.hyvhthéésvv́ʔi,u²¹.hyv²hthe³³sv²³ʔi²,
kick (inanimate),Id,rempast,kin.aahyvhthéésvv́ʔi,ki²n.a²²hyv²hthe³³sv²³ʔi²,
kick (inanimate),Ed,rempast,òòkin.aahyvhthéésvv́ʔi,o²¹ki²n.a²²hyv²hthe³³sv²³ʔi²,
kick (inanimate),2d,rempast,st.aahyvhthéésvv́ʔi,st.a²²hyv²hthe³³sv²³ʔi²,
kick (inanimate),Ip,rempast,ììk.aahyvhthéésvv́ʔi,i²¹k.a²²hyv²hthe³³sv²³ʔi²,
kick (inanimate),Ep,rempast,òòk.aahyvhthéésvv́ʔi,o²¹k.a²²hyv²hthe³³sv²³ʔi²,
kick (inanimate),2p,rempast,ììj.aahyvhthéésvv́ʔi,i²¹j.a²²hyv²hthe³³sv²³ʔi²,
kick (inanimate),3p,rempast,ùùn.aahyvhthéésvv́ʔi,u²¹n.a²²hyv²hthe³³sv²³ʔi²,
kick (inanimate),1s,reppast,ààkw.aahyvhthéésééʔi,a²¹kw.a²²hyv²hthe³³se³³ʔi²,
kick (inanimate),2s,reppast,j.aahyvhthéésééʔi,j.a²²hyv²hthe³³se³³ʔi²,
kick (inanimate),3s,reppast,ùù.hyvhthéésééʔi,u²¹.hyv²hthe³³se³³ʔi²,
kick (inanimate),Id,reppast,kin.aahyvhthéésééʔi,ki²n.a²²hyv²hthe³³se³³ʔi²,
kick (inanimate),Ed,reppast,òòkin.aahyvhthéésééʔi,o²¹ki²n.a²²hyv²hthe³³se³³ʔi²,
kick (inanimate),2d,reppast,st.aahyvhthéésééʔi,st.a²²hyv²hthe³³se³³ʔi²,
kick (inanimate),Ip,reppast,ììk.aahyvhthéésééʔi,i²¹k.a²²hyv²hthe³³se³³ʔi²,
kick (inanimate),Ep,reppast,òòk.aahyvhthéésééʔi,o²¹k.a²²hyv²hthe³³se³³ʔi²,
kick (inanimate),2p,reppast,ììj.aahyvhthéésééʔi,i²¹j.a²²hyv²hthe³³se³³ʔi²,
kick (inanimate),3p,reppast,ùùn.aahyvhthéésééʔi,u²¹n.a²²hyv²hthe³³se³³ʔi²,
kick (inanimate),1s,immpast,k.ààyvhtháki,k.a²¹yv²htha³ki²,
kick (inanimate),2s,immpast,h.aahyvhtháki,h.a²²hyv²htha³ki²,
kick (inanimate),3s,immpast,àà.hyvhtháki,a²¹.hyv²htha³ki²,
kick (inanimate),Id,immpast,ììn.aahyvhtháki,i²¹n.a²²hyv²htha³ki²,
kick (inanimate),Ed,immpast,òòst.aahyvhtháki,o²¹st.a²²hyv²htha³ki²,
kick (inanimate),2d,immpast,st.aahyvhtháki,st.a²²hyv²htha³ki²,
kick (inanimate),Ip,immpast,ììt.aahyvhtháki,i²¹t.a²²hyv²htha³ki²,
kick (inanimate),Ep,immpast,òòj.aahyvhtháki,o²¹j.a²²hyv²htha³ki²,
kick (inanimate),2p,immpast,ììj.aahyvhtháki,i²¹j.a²²hyv²htha³ki²,
kick (inanimate),3p,immpast,ààn.aahyvhtháki,a²¹n.a²²hyv²htha³ki²,
kick (inanimate),1s,fut,tak.áayvhthéési,ta²k.a³²yv²hthe³³si²,
kick (inanimate),2s,fut,th.aahyv́hthèèsi,th.a²²hyv³hthe²¹si²,
kick (inanimate),3s,fut,tvv.hyv́hthèèsi,tv²².hyv³hthe²¹si²,
kick (inanimate),Id,fut,tààn.aáhyv́hthèèsi,ta²¹n.a²³hyv³hthe²¹si²,
kick (inanimate),Ed,fut,tayoóst.ááhyvhthèèsi,ta²yo²³st.a³³hyv²hthe²¹si²,
kick (inanimate),2d,fut,tast.aáhyv́hthèèsi,ta²st.a²³hyv³hthe²¹si²,
kick (inanimate),Ip,fut,tààt.aáhyv́hthèèsi,ta²¹t.a²³hyv³hthe²¹si²,
kick (inanimate),Ep,fut,tayoój.ááhyvhthèèsi,ta²yo²³j.a³³hyv²hthe²¹si²,
kick (inanimate),2p,fut,tààj.aáhyv́hthèèsi,ta²¹j.a²³hyv³hthe²¹si²,
kick (inanimate),3p,fut,tvvn.ááhyvhthèèsi,tv²²n.a³³hyv²hthe²¹si²,
kick (inanimate),1s,inf,akw.ááhyvthèèsi,a²kw.a³³hyv²the²¹si²,
kick (inanimate),2s,inf,j.ááhyvthèèsi,j.a³³hyv²the²¹si²,
kick (inanimate),3s,inf,uu.hyvhthèèsti,u²².hyv²hthe²¹sti²,
kick (inanimate),Id,inf,kin.ááhyvthèèsi,ki²n.a³³hyv²the²¹si²,
kick (inanimate),Ed,inf,ookin.ááhyvthèèsi,o²²ki²n.a³³hyv²the²¹si²,
kick (inanimate),2d,inf,st.ááhyvthèèsi,st.a³³hyv²the²¹si²,
kick (inanimate),Ip,inf,ììk.ááhyvthèèsi,i²¹k.a³³hyv²the²¹si²,
kick (inanimate),Ep,inf,ook.ááhyvthèèsi,o²²k.a³³hyv²the²¹si²,
kick (inanimate),2p,inf,ììj.ááhyvthèèsi,i²¹j.a³³hyv²the²¹si²,
kick (inanimate),3p,inf,uun.ááhyvthèèsi,u²²n.a³³hyv²the²¹si²,
kick (inanimate),1s,presimp,k.áayvhtháki,k.a³²yv²htha³ki²,
kick (inanimate),2s,presimp,h.aahyvhthaki,h.a²²hyv²htha²ki²,
kick (inanimate),3s,presimp,w.aahyv́hthaki,w.a²²hyv³htha²ki²,
kick (inanimate),Id,presimp,ììn.aáhyv́hthaki,i²¹n.a²³hyv³htha²ki²,
kick (inanimate),Ed,presimp,woost.ááhyvhthaki,wo²²st.a³³hyv²htha²ki²,
kick (inanimate),2d,presimp,st.aahyvhthaki,st.a²²hyv²htha²ki²,
kick (inanimate),Ip,presimp,ììt.aáhyv́hthaki,i²¹t.a²³hyv³htha²ki²,
kick (inanimate),Ep,presimp,wooj.ááhyvhthaki,wo²²j.a³³hyv²htha²ki²,
kick (inanimate),2p,presimp,ììj.aahyvhthaki,i²¹j.a²²hyv²htha²ki²,
kick (inanimate),3p,presimp,wan.ááhyvhthaki,wa²n.a³³hyv²htha²ki²,
kick (inanimate),1s,futimp,k.ààyvhthéésvvʔi,k.a²¹yv²hthe³³sv²²ʔi²,
kick (inanimate),2s,futimp,h.aahyvhthéésvvʔi,h.a²²hyv²hthe³³sv²²ʔi²,
kick (inanimate),3s,futimp,àà.hyvhthéésvvʔi,a²¹.hyv²hthe³³sv²²ʔi²,
kick (inanimate),Id,futimp,ììn.aahyvhthéésvvʔi,i²¹n.a²²hyv²hthe³³sv²²ʔi²,
kick (inanimate),Ed,futimp,òòst.aahyvhthéésvvʔi,o²¹st.a²²hyv²hthe³³sv²²ʔi²,
kick (inanimate),2d,futimp,st.aahyvhthéésvvʔi,st.a²²hyv²hthe³³sv²²ʔi²,
kick (inanimate),Ip,futimp,ììt.aahyvhthéésvvʔi,i²¹t.a²²hyv²hthe³³sv²²ʔi²,
kick (inanimate),Ep,futimp,òòj.aahyvhthéésvvʔi,o²¹j.a²²hyv²hthe³³sv²²ʔi²,
kick (inanimate),2p,futimp,ììj.aahyvhthéésvvʔi,i²¹j.a²²hyv²hthe³³sv²²ʔi²,
kick (inanimate),3p,futimp,ààn.aahyvhthéésvvʔi,a²¹n.a²²hyv²hthe³³sv²²ʔi²,
learn,1s,pres,k.atèèlhkwáʔa,k.a²te²¹lhkwa³ʔa²,
learn,2s,pres,h.ateelhkwáʔa,h.a²te²²lhkwa³ʔa²,
learn,3s,pres,àà.teelhkwáʔa,a²¹.te²²lhkwa³ʔa²,
learn,Id,pres,ììn.ateelhkwáʔa,i²¹n.a²te²²lhkwa³ʔa²,
learn,Ed,pres,òòst.ateelhkwáʔa,o²¹st.a²te²²lhkwa³ʔa²,
learn,2d,pres,st.ateelhkwáʔa,st.a²te²²lhkwa³ʔa²,
learn,Ip,pres,ììt.ateelhkwáʔa,i²¹t.a²te²²lhkwa³ʔa²,
learn,Ep,pres,òòj.ateelhkwáʔa,o²¹j.a²te²²lhkwa³ʔa²,
learn,2p,pres,ììj.ateelhkwáʔa,i²¹j.a²te²²lhkwa³ʔa²,
learn,3p,pres,ààn.ateelhkwáʔa,a²¹n.a²te²²lhkwa³ʔa²,
learn,1s,hab,k.atèèlhkwáaskóóʔi,k.a²te²¹lhkwa³²sko³³ʔi²,
learn,2s,hab,h.ateelhkwáaskóóʔi,h.a²te²²lhkwa³²sko³³ʔi²,
learn,3s,hab,àà.teelhkwáaskóóʔi,a²¹.te²²lhkwa³²sko³³ʔi²,
learn,Id,hab,ììn.ateelhkwáaskóóʔi,i²¹n.a²te²²lhkwa³²sko³³ʔi²,
learn,Ed,hab,òòst.ateelhkwáaskóóʔi,o²¹st.a²te²²lhkwa³²sko³³ʔi²,
learn,2d,hab,st.ateelhkwáaskóóʔi,st.a²te²²lhkwa³²sko³³ʔi²,
learn,Ip,hab,ììt.ateelhkwáaskóóʔi,i²¹t.a²te²²lhkwa³²sko³³ʔi²,
learn,Ep,hab,òòj.ateelhkwáaskóóʔi,o²¹j.a²te²²lhkwa³²sko³³ʔi²,
learn,2p,hab,ììj.ateelhkwáaskóóʔi,i²¹j.a²te²²lhkwa³²sko³³ʔi²,
learn,3p,hab,ààn.ateelhkwáaskóóʔi,a²¹n.a²te²²lhkwa³²sko³³ʔi²,
learn,1s,rempast,ààkw.ateelhkwáʔvv́ʔi,a²¹kw.a²te²²lhkwa³ʔv²³ʔi²,
learn,2s,rempast,j.ateelhkwáʔvv́ʔi,j.a²te²²lhkwa³ʔv²³ʔi²,
learn,3s,rempast,ùù.teelhkwáʔvv́ʔi,u²¹.te²²lhkwa³ʔv²³ʔi²,
learn,Id,rempast,kin.ateelhkwáʔvv́ʔi,ki²n.a²te²²lhkwa³ʔv²³ʔi²,
learn,Ed,rempast,òòkin.ateelhkwáʔvv́ʔi,o²¹ki²n.a²te²²lhkwa³ʔv²³ʔi²,
learn,2d,rempast,st.ateelhkwáʔvv́ʔi,st.a²te²²lhkwa³ʔv²³ʔi²,
learn,Ip,rempast,ììk.ateelhkwáʔvv́ʔi,i²¹k.a²te²²lhkwa³ʔv²³ʔi²,
learn,Ep,rempast,òòk.ateelhkwáʔvv́ʔi,o²¹k.a²te²²lhkwa³ʔv²³ʔi²,
learn,2p,rempast,ììj.ateelhkwáʔvv́ʔi,i²¹j.a²te²²lhkwa³ʔv²³ʔi²,
learn,3p,rempast,ùùn.ateelhkwáʔvv́ʔi,u²¹n.a²te²²lhkwa³ʔv²³ʔi²,
learn,1s,reppast,ààkw.ateelhkwáʔééʔi,a²¹kw.a²te²²lhkwa³ʔe³³ʔi²,
learn,2s,reppast,j.ateelhkwáʔééʔi,j.a²te²²lhkwa³ʔe³³ʔi²,
learn,3s,reppast,ùù.teelhkwáʔééʔi,u²¹.te²²lhkwa³ʔe³³ʔi²,
learn,Id,reppast,kin.ateelhkwáʔééʔi,ki²n.a²te²²lhkwa³ʔe³³ʔi²,
learn,Ed,reppast,òòkin.ateelhkwáʔééʔi,o²¹ki²n.a²te²²lhkwa³ʔe³³ʔi²,
learn,2d,reppast,st.ateelhkwáʔééʔi,st.a²te²²lhkwa³ʔe³³ʔi²,
learn,Ip,reppast,ììk.ateelhkwáʔééʔi,i²¹k.a²te²²lhkwa³ʔe³³ʔi²,
learn,Ep,reppast,òòk.ateelhkwáʔééʔi,o²¹k.a²te²²lhkwa³ʔe³³ʔi²,
learn,2p,reppast,ììj.ateelhkwáʔééʔi,i²¹j.a²te²²lhkwa³ʔe³³ʔi²,
learn,3p,reppast,ùùn.ateelhkwáʔééʔi,u²¹n.a²te²²lhkwa³ʔe³³ʔi²,
learn,1s,immpast,k.atèèlóóhkwa,k.a²te²¹lo³³hkwa²,
learn,2s,immpast,h.ateehlóóhkwa,h.a²te²²hlo³³hkwa²,
learn,3s,immpast,àà.teehlóóhkwa,a²¹.te²²hlo³³hkwa²,
learn,Id,immpast,ììn.ateehlóóhkwa,i²¹n.a²te²²hlo³³hkwa²,
learn,Ed,immpast,òòst.ateehlóóhkwa,o²¹st.a²te²²hlo³³hkwa²,
learn,2d,immpast,st.ateehlóóhkwa,st.a²te²²hlo³³hkwa²,
learn,Ip,immpast,ììt.ateehlóóhkwa,i²¹t.a²te²²hlo³³hkwa²,
learn,Ep,immpast,òòj.ateehlóóhkwa,o²¹j.a²te²²hlo³³hkwa²,
learn,2p,immpast,ììj.ateehlóóhkwa,i²¹j.a²te²²hlo³³hkwa²,
learn,3p,immpast,ààn.ateehlóóhkwa,a²¹n.a²te²²hlo³³hkwa²,
learn,1s,fut,tak.atéélhkwáʔi,ta²k.a²te³³lhkwa³ʔi²,
learn,2s,fut,th.atéélhkwaʔi,th.a²te³³lhkwa²ʔi²,
learn,3s,fut,tvv.téélhkwaʔi,tv²².te³³lhkwa²ʔi²,
learn,Id,fut,tààn.atéélhkwaʔi,ta²¹n.a²te³³lhkwa²ʔi²,
learn,Ed,fut,tayoóst.áteelhkwaʔi,ta²yo²³st.a³te²²lhkwa²ʔi²,
learn,2d,fut,tast.atéélhkwaʔi,ta²st.a²te³³lhkwa²ʔi²,
learn,Ip,fut,tààt.atéélhkwaʔi,ta²¹t.a²te³³lhkwa²ʔi²,
learn,Ep,fut,tayoój.áteelhkwaʔi,ta²yo²³j.a³te²²lhkwa²ʔi²,
learn,2p,fut,tààj.atéélhkwaʔi,ta²¹j.a²te³³lhkwa²ʔi²,
learn,3p,fut,tvvn.áteelhkwaʔi,tv²²n.a³te²²lhkwa²ʔi²,
learn,1s,inf,akw.ateelhkwààsti,a²kw.a²te²²lhkwa²¹sti²,
learn,2s,inf,j.ateelhkwààsti,j.a²te²²lhkwa²¹sti²,
learn,3s,inf,uu.teelhkwààsti,u²².te²²lhkwa²¹sti²,
learn,Id,inf,kin.ateelhkwààsti,ki²n.a²te²²lhkwa²¹sti²,
learn,Ed,inf,ookin.ateelhkwààsti,o²²ki²n.a²te²²lhkwa²¹sti²,
learn,2d,inf,st.ateelhkwààsti,st.a²te²²lhkwa²¹sti²,
learn,Ip,inf,ììk.ateelhkwààsti,i²¹k.a²te²²lhkwa²¹sti²,
learn,Ep,inf,ook.ateelhkwààsti,o²²k.a²te²²lhkwa²¹sti²,
learn,2p,inf,ììj.ateelhkwààsti,i²¹j.a²te²²lhkwa²¹sti²,
learn,3p,inf,uun.ateelhkwààsti,u²²n.a²te²²lhkwa²¹sti²,
learn,1s,presimp,k.atéelóóhkwa,k.a²te³²lo³³hkwa²,
learn,2s,presimp,h.ateehloohkwa,h.a²te²²hlo²²hkwa²,
learn,3s,presimp,w.atééhloohkwa,w.a²te³³hlo²²hkwa²,
learn,Id,presimp,ììn.atééhloohkwa,i²¹n.a²te³³hlo²²hkwa²,
learn,Ed,presimp,woost.áteehloohkwa,wo²²st.a³te²²hlo²²hkwa²,
learn,2d,presimp,st.ateehloohkwa,st.a²te²²hlo²²hkwa²,
learn,Ip,presimp,ììt.atééhloohkwa,i²¹t.a²te³³hlo²²hkwa²,
learn,Ep,presimp,wooj.áteehloohkwa,wo²²j.a³te²²hlo²²hkwa²,
learn,2p,presimp,ììj.ateehloohkwa,i²¹j.a²te²²hlo²²hkwa²,
learn,3p,presimp,wan.áteehloohkwa,wa²n.a³te²²hlo²²hkwa²,
learn,1s,futimp,k.atèèlhkwáʔvvʔi,k.a²te²¹lhkwa³ʔv²²ʔi²,
learn,2s,futimp,h.ateelhkwáʔvvʔi,h.a²te²²lhkwa³ʔv²²ʔi²,
learn,3s,futimp,àà.teelhkwáʔvvʔi,a²¹.te²²lhkwa³ʔv²²ʔi²,
learn,Id,futimp,ììn.ateelhkwáʔvvʔi,i²¹n.a²te²²lhkwa³ʔv²²ʔi²,
learn,Ed,futimp,òòst.ateelhkwáʔvvʔi,o²¹st.a²te²²lhkwa³ʔv²²ʔi²,
learn,2d,futimp,st.ateelhkwáʔvvʔi,st.a²te²²lhkwa³ʔv²²ʔi²,
learn,Ip,futimp,ììt.ateelhkwáʔvvʔi,i²¹t.a²te²²lhkwa³ʔv²²ʔi²,
learn,Ep,futimp,òòj.ateelhkwáʔvvʔi,o²¹j.a²te²²lhkwa³ʔv²²ʔi²,
learn,2p,futimp,ììj.ateelhkwáʔvvʔi,i²¹j.a²te²²lhkwa³ʔv²²ʔi²,
learn,3p,futimp,ààn.ateelhkwáʔvvʔi,a²¹n.a²te²²lhkwa³ʔv²²ʔi²,
leave (behind) (animate),1s,pres,jiiyàà.khahiiyáʔa,ji²²ya²¹.kha²hi²²ya³ʔa²,
leave (behind) (animate),2s,pres,hiiyàà.khahiiyáʔa,hi²²ya²¹.kha²hi²²ya³ʔa²,
leave (behind) (animate),3s,pres,kaa.khahiiyáʔa,ka²².kha²hi²²ya³ʔa²,
leave (behind) (animate),Id,pres,èènìì.khahiiyáʔa,e²¹ni²¹.kha²hi²²ya³ʔa²,
leave (behind) (animate),Ed,pres,òòstìì.khahiiyáʔa,o²¹sti²¹.kha²hi²²ya³ʔa²,
leave (behind) (animate),2d,pres,èèstìì.khahiiyáʔa,e²¹sti²¹.kha²hi²²ya³ʔa²,
leave (behind) (animate),Ip,pres,èètìì.khahiiyáʔa,e²¹ti²¹.kha²hi²²ya³ʔa²,
leave (behind) (animate),Ep,pres,òòjìì.khahiiyáʔa,o²¹ji²¹.kha²hi²²ya³ʔa²,
leave (behind) (animate),2p,pres,èèjìì.khahiiyáʔa,e²¹ji²¹.kha²hi²²ya³ʔa²,
leave (behind) (animate),3p,pres,àànii.khahiiyáʔa,a²¹ni²².kha²hi²²ya³ʔa²,
leave (behind) (animate),1s,hab,jiiyàà.khahiiyáaskóóʔi,ji²²ya²¹.kha²hi²²ya³²sko³³ʔi²,
leave (behind) (animate),2s,hab,hiiyàà.khahiiyáaskóóʔi,hi²²ya²¹.kha²hi²²ya³²sko³³ʔi²,
leave (behind) (animate),3s,hab,kaa.khahiiyáaskóóʔi,ka²².kha²hi²²ya³²sko³³ʔi²,
leave (behind) (animate),Id,hab,èènìì.khahiiyáaskóóʔi,e²¹ni²¹.kha²hi²²ya³²sko³³ʔi²,
leave (behind) (animate),Ed,hab,òòstìì.khahiiyáaskóóʔi,o²¹sti²¹.kha²hi²²ya³²sko³³ʔi²,
leave (behind) (animate),2d,hab,èèstìì.khahiiyáaskóóʔi,e²¹sti²¹.kha²hi²²ya³²sko³³ʔi²,
leave (behind) (animate),Ip,hab,èètìì.khahiiyáaskóóʔi,e²¹ti²¹.kha²hi²²ya³²sko³³ʔi²,
leave (behind) (animate),Ep,hab,òòjìì.khahiiyáaskóóʔi,o²¹ji²¹.kha²hi²²ya³²sko³³ʔi²,
leave (behind) (animate),2p,hab,èèjìì.khahiiyáaskóóʔi,e²¹ji²¹.kha²hi²²ya³²sko³³ʔi²,
leave (behind) (animate),3p,hab,àànii.khahiiyáaskóóʔi,a²¹ni²².kha²hi²²ya³²sko³³ʔi²,
leave (behind) (animate),1s,rempast,jiiyàà.khahííyvv́ʔi,ji²²ya²¹.kha²hi³³yv²³ʔi²,
leave (behind) (animate),2s,rempast,hiiyàà.khahííyvv́ʔi,hi²²ya²¹.kha²hi³³yv²³ʔi²,
leave (behind) (animate),3s,rempast,ùùwaa.khahííyvv́ʔi,u²¹wa²².kha²hi³³yv²³ʔi²,
leave (behind) (animate),Id,rempast,èènìì.khahííyvv́ʔi,e²¹ni²¹.kha²hi³³yv²³ʔi²,
leave (behind) (animate),Ed,rempast,òòstìì.khahííyvv́ʔi,o²¹sti²¹.kha²hi³³yv²³ʔi²,
leave (behind) (animate),2d,rempast,èèstìì.khahííyvv́ʔi,e²¹sti²¹.kha²hi³³yv²³ʔi²,
leave (behind) (animate),Ip,rempast,èètìì.khahííyvv́ʔi,e²¹ti²¹.kha²hi³³yv²³ʔi²,
leave (behind) (animate),Ep,rempast,òòjìì.khahííyvv́ʔi,o²¹ji²¹.kha²hi³³yv²³ʔi²,
leave (behind) (animate),2p,rempast,èèjìì.khahííyvv́ʔi,e²¹ji²¹.kha²hi³³yv²³ʔi²,
leave (behind) (animate),3p,rempast,ùùnìì.khahííyvv́ʔi,u²¹ni²¹.kha²hi³³yv²³ʔi²,
leave (behind) (animate),1s,reppast,jiiyàà.khahííyééʔi,ji²²ya²¹.kha²hi³³ye³³ʔi²,
leave (behind) (animate),2s,reppast,hiiyàà.khahííyééʔi,hi²²ya²¹.kha²hi³³ye³³ʔi²,
leave (behind) (animate),3s,reppast,ùùwaa.khahííyééʔi,u²¹wa²².kha²hi³³ye³³ʔi²,
leave (behind) (animate),Id,reppast,èènìì.khahííyééʔi,e²¹ni²¹.kha²hi³³ye³³ʔi²,
leave (behind) (animate),Ed,reppast,òòstìì.khahííyééʔi,o²¹sti²¹.kha²hi³³ye³³ʔi²,
leave (behind) (animate),2d,reppast,èèstìì.khahííyééʔi,e²¹sti²¹.kha²hi³³ye³³ʔi²,
